id,id_genero,Genero
14872,35.0,Comedy
355515,10402.0,Music
359195,10752.0,War
218277,18.0,Drama
212721,10749.0,Romance
103875,53.0,Thriller
22504,16.0,Animation
182246,53.0,Thriller
92850,99.0,Documentary
41639,99.0,Documentary
222899,35.0,Comedy
120467,35.0,Comedy
201086,35.0,Comedy
201550,18.0,Drama
84319,16.0,Animation
102862,18.0,Drama
141635,18.0,Drama
255756,80.0,Crime
256106,18.0,Drama
233470,80.0,Crime
253046,80.0,Crime
21474,35.0,Comedy
13934,16.0,Animation
13061,16.0,Animation
24589,16.0,Animation
83573,18.0,Drama
41445,27.0,Horror
125680,35.0,Comedy
33817,80.0,Crime
48707,28.0,Action
4494,18.0,Drama
86814,99.0,Documentary
187028,53.0,Thriller
252841,18.0,Drama
77458,35.0,Comedy
248507,35.0,Comedy
127847,28.0,Action
204765,35.0,Comedy
183836,35.0,Comedy
220286,53.0,Thriller
294709,28.0,Action
295355,18.0,Drama
172913,35.0,Comedy
225565,35.0,Comedy
158908,18.0,Drama
157336,12.0,Adventure
159937,10770.0,TV Movie
179146,99.0,Documentary
24417,27.0,Horror
160070,27.0,Horror
220724,14.0,Fantasy
67657,53.0,Thriller
77133,18.0,Drama
254065,10770.0,TV Movie
191515,99.0,Documentary
153652,18.0,Drama
21580,35.0,Comedy
32930,35.0,Comedy
19325,28.0,Action
133715,28.0,Action
192102,28.0,Action
111481,18.0,Drama
205724,35.0,Comedy
225574,28.0,Action
158914,35.0,Comedy
21379,28.0,Action
18224,28.0,Action
85444,16.0,Animation
95243,99.0,Documentary
24756,12.0,Adventure
70798,878.0,Science Fiction
159095,53.0,Thriller
117375,99.0,Documentary
156284,99.0,Documentary
86381,99.0,Documentary
254464,16.0,Animation
199818,53.0,Thriller
158907,18.0,Drama
198375,16.0,Animation
159152,99.0,Documentary
83214,35.0,Comedy
48263,35.0,Comedy
100632,18.0,Drama
156415,18.0,Drama
266373,80.0,Crime
22259,28.0,Action
52817,27.0,Horror
79073,27.0,Horror
10574,18.0,Drama
90517,35.0,Comedy
53182,28.0,Action
87587,35.0,Comedy
108668,12.0,Adventure
88583,18.0,Drama
51581,35.0,Comedy
23527,14.0,Fantasy
202141,99.0,Documentary
121074,18.0,Drama
121695,18.0,Drama
41552,18.0,Drama
49001,18.0,Drama
257155,878.0,Science Fiction
87017,18.0,Drama
204349,27.0,Horror
242076,80.0,Crime
47459,18.0,Drama
168245,18.0,Drama
47626,10770.0,TV Movie
19492,878.0,Science Fiction
37316,28.0,Action
248774,35.0,Comedy
175291,18.0,Drama
121015,28.0,Action
121113,35.0,Comedy
196024,53.0,Thriller
80837,18.0,Drama
191566,35.0,Comedy
222671,16.0,Animation
37646,28.0,Action
128246,14.0,Fantasy
21788,14.0,Fantasy
241968,18.0,Drama
256731,18.0,Drama
45384,14.0,Fantasy
43135,12.0,Adventure
20626,35.0,Comedy
167983,18.0,Drama
79893,99.0,Documentary
73624,35.0,Comedy
79194,28.0,Action
200145,18.0,Drama
184578,10749.0,Romance
56743,18.0,Drama
148044,10749.0,Romance
120509,28.0,Action
3162,28.0,Action
24775,28.0,Action
20695,53.0,Thriller
82703,16.0,Animation
97370,53.0,Thriller
136797,28.0,Action
242042,35.0,Comedy
38049,18.0,Drama
118769,99.0,Documentary
177494,35.0,Comedy
40346,28.0,Action
68827,35.0,Comedy
182827,18.0,Drama
74343,28.0,Action
8064,18.0,Drama
209403,35.0,Comedy
235260,18.0,Drama
94331,99.0,Documentary
24202,18.0,Drama
238972,18.0,Drama
116894,53.0,Thriller
145995,35.0,Comedy
68713,18.0,Drama
144728,35.0,Comedy
47771,99.0,Documentary
96920,18.0,Drama
115821,18.0,Drama
58767,10752.0,War
83201,16.0,Animation
62156,35.0,Comedy
228202,35.0,Comedy
203217,35.0,Comedy
54597,28.0,Action
184323,18.0,Drama
39853,16.0,Animation
209355,35.0,Comedy
134350,18.0,Drama
236737,35.0,Comedy
118915,35.0,Comedy
116760,35.0,Comedy
39293,53.0,Thriller
101242,35.0,Comedy
157690,18.0,Drama
55825,18.0,Drama
72962,16.0,Animation
186971,18.0,Drama
199740,18.0,Drama
214250,10402.0,Music
86133,28.0,Action
46460,18.0,Drama
31950,28.0,Action
164184,18.0,Drama
160162,80.0,Crime
4111,35.0,Comedy
85620,27.0,Horror
192577,16.0,Animation
394403,18.0,Drama
26286,18.0,Drama
45007,28.0,Action
22592,35.0,Comedy
31214,10749.0,Romance
109891,18.0,Drama
80992,18.0,Drama
248390,35.0,Comedy
71996,18.0,Drama
39211,35.0,Comedy
16167,27.0,Horror
62709,18.0,Drama
47194,27.0,Horror
42552,28.0,Action
100402,28.0,Action
168399,53.0,Thriller
114172,18.0,Drama
180420,18.0,Drama
209276,18.0,Drama
195022,35.0,Comedy
128113,35.0,Comedy
119685,16.0,Animation
226247,99.0,Documentary
86834,18.0,Drama
227783,16.0,Animation
257346,16.0,Animation
204668,12.0,Adventure
214418,10751.0,Family
203715,16.0,Animation
256628,99.0,Documentary
151043,10402.0,Music
19501,18.0,Drama
110381,18.0,Drama
38080,36.0,History
56415,80.0,Crime
215031,18.0,Drama
191104,18.0,Drama
42216,35.0,Comedy
27196,18.0,Drama
29290,878.0,Science Fiction
4112,80.0,Crime
173455,99.0,Documentary
233841,99.0,Documentary
102855,99.0,Documentary
63143,99.0,Documentary
373745,10770.0,TV Movie
12685,28.0,Action
112731,18.0,Drama
42551,28.0,Action
1732,28.0,Action
49396,27.0,Horror
142159,12.0,Adventure
5494,12.0,Adventure
70993,18.0,Drama
99119,18.0,Drama
17456,28.0,Action
68123,35.0,Comedy
233917,36.0,History
65674,37.0,Western
95752,18.0,Drama
232862,35.0,Comedy
204113,18.0,Drama
94664,18.0,Drama
253239,18.0,Drama
31329,35.0,Comedy
125395,35.0,Comedy
53168,35.0,Comedy
155084,27.0,Horror
97733,35.0,Comedy
188207,28.0,Action
145220,35.0,Comedy
36861,35.0,Comedy
111250,35.0,Comedy
14408,35.0,Comedy
42802,35.0,Comedy
117905,27.0,Horror
40172,18.0,Drama
192134,35.0,Comedy
186997,99.0,Documentary
218931,18.0,Drama
89237,18.0,Drama
119360,18.0,Drama
215743,18.0,Drama
64527,18.0,Drama
190955,53.0,Thriller
208277,18.0,Drama
256561,99.0,Documentary
9753,27.0,Horror
229613,35.0,Comedy
51486,99.0,Documentary
199463,18.0,Drama
213386,36.0,History
38655,35.0,Comedy
34079,99.0,Documentary
252607,35.0,Comedy
110112,28.0,Action
209799,99.0,Documentary
138222,35.0,Comedy
60438,37.0,Western
224040,37.0,Western
146955,80.0,Crime
174675,878.0,Science Fiction
94344,36.0,History
65170,99.0,Documentary
29854,27.0,Horror
246007,99.0,Documentary
256474,28.0,Action
80973,28.0,Action
170689,18.0,Drama
34459,28.0,Action
183433,53.0,Thriller
180960,18.0,Drama
56533,12.0,Adventure
38626,14.0,Fantasy
96769,35.0,Comedy
95177,18.0,Drama
193612,27.0,Horror
200505,18.0,Drama
52762,12.0,Adventure
178603,53.0,Thriller
94887,18.0,Drama
191294,18.0,Drama
69492,18.0,Drama
131916,27.0,Horror
211078,99.0,Documentary
40715,28.0,Action
70417,18.0,Drama
264482,12.0,Adventure
180299,28.0,Action
158091,80.0,Crime
171776,28.0,Action
40740,28.0,Action
64349,18.0,Drama
48591,35.0,Comedy
46667,35.0,Comedy
90590,18.0,Drama
77528,28.0,Action
44369,18.0,Drama
39214,35.0,Comedy
35057,35.0,Comedy
67633,18.0,Drama
25706,28.0,Action
104250,99.0,Documentary
88237,28.0,Action
102382,28.0,Action
42733,99.0,Documentary
127495,18.0,Drama
26831,10402.0,Music
197611,18.0,Drama
42711,28.0,Action
251519,16.0,Animation
74241,27.0,Horror
47628,28.0,Action
130745,99.0,Documentary
185602,99.0,Documentary
157832,18.0,Drama
127540,99.0,Documentary
157547,27.0,Horror
24006,35.0,Comedy
45588,35.0,Comedy
94248,28.0,Action
71990,878.0,Science Fiction
249660,18.0,Drama
35074,27.0,Horror
156320,18.0,Drama
244509,18.0,Drama
62661,18.0,Drama
98136,53.0,Thriller
268875,35.0,Comedy
50767,28.0,Action
161297,9648.0,Mystery
30844,14.0,Fantasy
197796,14.0,Fantasy
61492,53.0,Thriller
73215,53.0,Thriller
179538,35.0,Comedy
172340,10749.0,Romance
25388,28.0,Action
47956,28.0,Action
127702,9648.0,Mystery
172385,16.0,Animation
262481,36.0,History
196027,18.0,Drama
226448,18.0,Drama
214314,99.0,Documentary
32005,28.0,Action
60908,10752.0,War
119926,18.0,Drama
214030,35.0,Comedy
157353,53.0,Thriller
153641,18.0,Drama
77333,18.0,Drama
167575,27.0,Horror
59726,18.0,Drama
236751,18.0,Drama
42697,99.0,Documentary
166621,10402.0,Music
84465,35.0,Comedy
219553,35.0,Comedy
25951,18.0,Drama
193610,35.0,Comedy
184345,35.0,Comedy
242203,18.0,Drama
12242,16.0,Animation
113743,12.0,Adventure
29721,99.0,Documentary
93122,99.0,Documentary
209350,35.0,Comedy
19063,18.0,Drama
139799,10749.0,Romance
215656,35.0,Comedy
203739,35.0,Comedy
127016,80.0,Crime
199341,35.0,Comedy
123961,10752.0,War
95556,18.0,Drama
221737,27.0,Horror
254473,28.0,Action
152792,80.0,Crime
112083,35.0,Comedy
89547,18.0,Drama
43857,10402.0,Music
80918,10751.0,Family
130398,10749.0,Romance
54752,18.0,Drama
85564,53.0,Thriller
95555,18.0,Drama
89584,12.0,Adventure
168742,18.0,Drama
145247,12.0,Adventure
210479,18.0,Drama
159403,28.0,Action
46943,28.0,Action
252143,99.0,Documentary
126442,35.0,Comedy
242310,28.0,Action
38585,80.0,Crime
43901,35.0,Comedy
180624,9648.0,Mystery
44323,18.0,Drama
211059,18.0,Drama
300940,18.0,Drama
293444,35.0,Comedy
76649,28.0,Action
44269,35.0,Comedy
225564,35.0,Comedy
137217,27.0,Horror
226269,27.0,Horror
192813,28.0,Action
69054,99.0,Documentary
22701,28.0,Action
141643,28.0,Action
137475,10751.0,Family
119593,18.0,Drama
51848,10751.0,Family
236417,10751.0,Family
197919,27.0,Horror
120837,18.0,Drama
44721,18.0,Drama
61642,35.0,Comedy
42472,37.0,Western
71721,18.0,Drama
195589,35.0,Comedy
33091,18.0,Drama
46845,12.0,Adventure
49588,35.0,Comedy
54919,18.0,Drama
195841,18.0,Drama
53223,99.0,Documentary
177552,27.0,Horror
227425,16.0,Animation
258096,16.0,Animation
216541,28.0,Action
112287,53.0,Thriller
201360,99.0,Documentary
258476,99.0,Documentary
272525,99.0,Documentary
49158,53.0,Thriller
191720,99.0,Documentary
110958,99.0,Documentary
259879,53.0,Thriller
174316,35.0,Comedy
205601,18.0,Drama
152599,18.0,Drama
39785,99.0,Documentary
19703,28.0,Action
30648,37.0,Western
262338,53.0,Thriller
53144,37.0,Western
38980,35.0,Comedy
82529,18.0,Drama
94478,35.0,Comedy
26166,18.0,Drama
139519,53.0,Thriller
186935,80.0,Crime
56967,99.0,Documentary
48949,18.0,Drama
16931,28.0,Action
36465,10770.0,TV Movie
38281,878.0,Science Fiction
44263,878.0,Science Fiction
252680,35.0,Comedy
105945,28.0,Action
128237,18.0,Drama
197562,18.0,Drama
10244,18.0,Drama
55589,18.0,Drama
195522,36.0,History
54281,12.0,Adventure
199715,28.0,Action
240832,28.0,Action
127585,28.0,Action
124905,28.0,Action
179818,18.0,Drama
90617,10752.0,War
74505,27.0,Horror
187596,35.0,Comedy
222724,99.0,Documentary
223971,99.0,Documentary
188166,80.0,Crime
192132,18.0,Drama
212231,18.0,Drama
42092,18.0,Drama
41781,18.0,Drama
215407,99.0,Documentary
4269,10402.0,Music
54280,12.0,Adventure
54284,12.0,Adventure
263111,35.0,Comedy
59981,16.0,Animation
249724,99.0,Documentary
212778,35.0,Comedy
94752,28.0,Action
37848,28.0,Action
209091,18.0,Drama
256922,99.0,Documentary
41847,28.0,Action
1840,80.0,Crime
49634,18.0,Drama
267795,53.0,Thriller
69780,27.0,Horror
91456,35.0,Comedy
89670,53.0,Thriller
120852,53.0,Thriller
54306,12.0,Adventure
40721,35.0,Comedy
96912,35.0,Comedy
205225,18.0,Drama
54307,28.0,Action
253251,35.0,Comedy
179085,35.0,Comedy
113833,18.0,Drama
91471,12.0,Adventure
113154,878.0,Science Fiction
238006,99.0,Documentary
182848,99.0,Documentary
210947,27.0,Horror
158936,18.0,Drama
138544,27.0,Horror
214990,27.0,Horror
174162,18.0,Drama
95551,27.0,Horror
121890,18.0,Drama
260202,53.0,Thriller
260339,28.0,Action
171795,99.0,Documentary
49514,28.0,Action
272543,10770.0,TV Movie
213270,99.0,Documentary
232672,35.0,Comedy
198277,35.0,Comedy
253270,18.0,Drama
276122,99.0,Documentary
56171,28.0,Action
166822,878.0,Science Fiction
75950,35.0,Comedy
462788,10770.0,TV Movie
204784,18.0,Drama
169864,99.0,Documentary
169853,99.0,Documentary
147726,18.0,Drama
65603,27.0,Horror
33543,9648.0,Mystery
47901,35.0,Comedy
102651,14.0,Fantasy
192149,53.0,Thriller
254474,27.0,Horror
148021,10752.0,War
5421,27.0,Horror
268823,28.0,Action
194722,10749.0,Romance
58832,18.0,Drama
183336,18.0,Drama
92269,18.0,Drama
77925,18.0,Drama
5157,35.0,Comedy
118283,18.0,Drama
176670,37.0,Western
46615,10752.0,War
190950,18.0,Drama
32929,9648.0,Mystery
133827,80.0,Crime
258893,16.0,Animation
137698,18.0,Drama
209249,35.0,Comedy
99312,10770.0,TV Movie
188161,35.0,Comedy
109133,27.0,Horror
42200,35.0,Comedy
31185,18.0,Drama
252147,99.0,Documentary
51069,99.0,Documentary
137113,28.0,Action
228339,18.0,Drama
262391,35.0,Comedy
185949,18.0,Drama
173192,80.0,Crime
60643,37.0,Western
203819,12.0,Adventure
177677,28.0,Action
106938,12.0,Adventure
20880,14.0,Fantasy
64923,14.0,Fantasy
75130,37.0,Western
198185,18.0,Drama
255497,35.0,Comedy
174323,35.0,Comedy
39567,18.0,Drama
173908,18.0,Drama
159012,80.0,Crime
248376,28.0,Action
192133,18.0,Drama
62876,18.0,Drama
54544,35.0,Comedy
181753,53.0,Thriller
255268,28.0,Action
256118,18.0,Drama
91245,10752.0,War
79778,80.0,Crime
207021,99.0,Documentary
120653,18.0,Drama
82657,53.0,Thriller
185471,28.0,Action
42886,35.0,Comedy
245175,35.0,Comedy
46941,18.0,Drama
160008,99.0,Documentary
267752,99.0,Documentary
136786,99.0,Documentary
234154,18.0,Drama
175339,18.0,Drama
220494,99.0,Documentary
163376,10749.0,Romance
92349,14.0,Fantasy
248212,18.0,Drama
248688,18.0,Drama
217948,18.0,Drama
4926,53.0,Thriller
222935,10749.0,Romance
209185,35.0,Comedy
40458,27.0,Horror
174682,27.0,Horror
175541,18.0,Drama
220820,18.0,Drama
105875,16.0,Animation
79906,27.0,Horror
140870,16.0,Animation
94671,18.0,Drama
40485,28.0,Action
93057,18.0,Drama
106042,80.0,Crime
128841,27.0,Horror
82881,16.0,Animation
202238,35.0,Comedy
61221,12.0,Adventure
44631,28.0,Action
43808,35.0,Comedy
104556,35.0,Comedy
131366,18.0,Drama
50379,18.0,Drama
100271,35.0,Comedy
157851,18.0,Drama
1731,18.0,Drama
15942,18.0,Drama
78463,35.0,Comedy
68247,37.0,Western
41415,878.0,Science Fiction
250651,99.0,Documentary
201066,18.0,Drama
218425,10749.0,Romance
93837,28.0,Action
227700,53.0,Thriller
83406,18.0,Drama
208182,18.0,Drama
228028,35.0,Comedy
114574,35.0,Comedy
187017,80.0,Crime
244088,18.0,Drama
156022,53.0,Thriller
84201,18.0,Drama
82702,14.0,Fantasy
228915,18.0,Drama
102272,18.0,Drama
38195,35.0,Comedy
194662,18.0,Drama
48573,18.0,Drama
50028,18.0,Drama
112160,35.0,Comedy
275573,37.0,Western
38962,80.0,Crime
226630,27.0,Horror
254126,27.0,Horror
240594,12.0,Adventure
78355,35.0,Comedy
84796,18.0,Drama
87368,18.0,Drama
209780,27.0,Horror
177703,99.0,Documentary
250605,18.0,Drama
213342,18.0,Drama
159770,18.0,Drama
119575,18.0,Drama
172475,12.0,Adventure
86283,53.0,Thriller
28497,53.0,Thriller
21974,99.0,Documentary
146521,10752.0,War
91722,35.0,Comedy
28006,18.0,Drama
51976,18.0,Drama
140456,99.0,Documentary
146243,27.0,Horror
250577,99.0,Documentary
159701,18.0,Drama
26480,28.0,Action
259943,18.0,Drama
85350,18.0,Drama
253279,18.0,Drama
256593,35.0,Comedy
133558,18.0,Drama
86297,35.0,Comedy
184098,35.0,Comedy
43868,35.0,Comedy
31880,35.0,Comedy
209451,10402.0,Music
77444,18.0,Drama
27460,878.0,Science Fiction
58733,28.0,Action
139575,18.0,Drama
44769,53.0,Thriller
250658,80.0,Crime
159137,99.0,Documentary
262390,99.0,Documentary
110823,12.0,Adventure
151431,10751.0,Family
84364,9648.0,Mystery
140825,9648.0,Mystery
91314,878.0,Science Fiction
215042,18.0,Drama
242102,53.0,Thriller
74629,878.0,Science Fiction
86549,18.0,Drama
50761,12.0,Adventure
72473,37.0,Western
259975,37.0,Western
169607,99.0,Documentary
